NOMBRE_IES,TIPO_IES,TIPO_FINANCIAMIENTO,NOMBRE_CARRERA,CAMPO_AMPLIO,NIVEL_FORMACIÓN,MODALIDAD,PROVINCIA,CANTÓN,ESTADO
UNIVERSIDAD PARTICULAR INTERNACIONAL SEK,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,"EDUCACION, TECNOLOGIA E INNOVACION",EDUCACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD PARTICULAR INTERNACIONAL SEK,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,PSICOLOGIA,"CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO",EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD PARTICULAR INTERNACIONAL SEK,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,DERECHO PROCESAL Y LITIGACION ORAL,"CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO",EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD PARTICULAR INTERNACIONAL SEK,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,TRANSFORMACION DIGITAL DE NEGOCIOS,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD PARTICULAR INTERNACIONAL SEK,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,ADMINISTRACION DE EMPRESAS,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD PARTICULAR INTERNACIONAL SEK,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GESTION DE PROYECTOS,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD PARTICULAR INTERNACIONAL SEK,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GESTION DEL TALENTO HUMANO,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD PARTICULAR INTERNACIONAL SEK,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,NEGOCIOS INTERNACIONALES,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD PARTICULAR INTERNACIONAL SEK,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GESTION AMBIENTAL,"CIENCIAS NATURALES, MATEMÁTICAS Y ESTADÍSTICA",EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD PARTICULAR INTERNACIONAL SEK,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,SISTEMAS DE INFORMACION,TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION (TIC),EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD PARTICULAR INTERNACIONAL SEK,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,CIBERSEGURIDAD,TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION (TIC),EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD PARTICULAR INTERNACIONAL SEK,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GERENCIA DE PROYECTOS BIM,"INGENIERIA, INDUSTRIA Y CONSTRUCCION",EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD PARTICULAR INTERNACIONAL SEK,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GESTION DE RIESGOS,SERVICIOS,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD PARTICULAR INTERNACIONAL SEK,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,ESTUDIOS POLITICOS GLOBALES PARA LA TRANSFORMACION SOCIAL,"CIENCIAS SOCIALES, PERIODISMO E INFORMACION",EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD PARTICULAR INTERNACIONAL SEK,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,ADMINISTRACION DE LAS ORGANIZACIONES DE LA ECONOMIA SOCIAL Y SOLIDARIA,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD PARTICULAR INTERNACIONAL SEK,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,CRIMINOLOGIA,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD SAN FRANCISCO DE QUITO,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,DERECHO Y ECONOMIA DE LA COMPETENCIA,"CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO",EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD SAN FRANCISCO DE QUITO,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GESTION DE EMPRESAS DEPORTIVAS,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD SAN FRANCISCO DE QUITO,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,"DIRECCION DE RESTAURANTES, ALIMENTOS Y BEBIDAS",SERVICIOS,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD DE LAS AMERICAS,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,LIDERAZGO EDUCATIVO,EDUCACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD DE LAS AMERICAS,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GERENCIA TRIBUTARIA,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD DE LAS AMERICAS,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,DIRECCION DE EMPRESAS,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD DE LAS AMERICAS,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,INTELIGENCIA DE NEGOCIOS Y CIENCIA DE DATOS,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD DE LAS AMERICAS,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GERENCIA DE INSTITUCIONES DE SALUD,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD DE LAS AMERICAS,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,LOGISTICA Y CADENA DE SUMINISTRO,"CIENCIAS NATURALES, MATEMATICAS Y ESTADISTICA",EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD DE LAS AMERICAS,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,INTELIGENCIA ARTIFICIAL APLICADA,TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION (TIC),EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD DE LAS AMERICAS,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,EXPERIENCIA DE USUARIO,TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION (TIC),EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD DE LAS AMERICAS,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,NUTRICION Y DIETETICA,SALUD Y BIENESTAR,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD DE LAS AMERICAS,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,PSICOLOGIA CLINICA,SALUD Y BIENESTAR,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD DE LAS AMERICAS,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,SALUD PUBLICA,SALUD Y BIENESTAR,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD DE LAS AMERICAS,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,SEGURIDAD Y SALUD OCUPACIONAL,SERVICIOS,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD DE LAS AMERICAS,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,DISEÑO WEB,ARTES Y HUMANIDADES,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD DE LAS AMERICAS,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,DERECHO ADMINISTRATIVO,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,FORENSIA DIGITAL,TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION (TIC),EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,EDUCACION,EDUCACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,PSICOPEDAGOGIA,EDUCACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,RELACIONES INTERNACIONALES,"CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO",EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,COMUNICACION POLITICA,"CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO",EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GAMIFICACION Y NARRATIVA TRANSMEDIA,"CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO",EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,COMUNICACION CORPORATIVA Y REPUTACIONAL,"CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO",EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,DERECHO DIGITAL,"CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO",EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,DERECHO CORPORATIVO PARA LOS NEGOCIOS INTERNACIONALES,"CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO",EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,CRIMINALISTICA,"CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO",EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GESTION FINANCIERA Y TECNOLOGIAS DISRUPTIVAS,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,FINANZAS CORPORATIVAS,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,DIRECCION FINANCIERA,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GESTION DE LA INNOVACION,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GESTION INTEGRAL DE SEGUROS,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,INTELIGENCIA DE NEGOCIOS Y COMPORTAMIENTO DEL CONSUMIDOR,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,ADMINISTRACION DE EMPRESAS,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GESTION DE PROYECTOS,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GESTION ESTRATEGICA DE CADENAS DE SUMINISTRO,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,MERCADOTECNIA,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,MARKETING Y COMUNICACIÓN,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,NEUROMARKETING,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GERENCIA DE LA CALIDAD E INNOVACION,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,COMERCIO,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GESTION DEL TALENTO HUMANO,ADMINISTRACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,DESARROLLO SOSTENIBLE Y RESPONSABILIDAD SOCIAL ORGANIZACIONAL,"CIENCIAS NATURALES, MATEMÁTICAS Y ESTADÍSTICA",EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,SISTEMAS DE INFORMACION,TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION (TIC),EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,CIBERSEGURIDAD,TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION (TIC),EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,BIG DATA,TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION (TIC),EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,CIENCIA DE DATOS Y MAQUINAS DE APRENDIZAJE,TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION (TIC),EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,ENERGIAS RENOVABLES,"INGENIERIA, INDUSTRIA Y CONSTRUCCION",EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,INGENIERIA AUTOMOTRIZ,"INGENIERIA, INDUSTRIA Y CONSTRUCCION",EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GESTION DE EMERGENCIAS SANITARIAS Y PANDEMIAS,SALUD Y BIENESTAR,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,TELEMEDICINA Y ESALUD,SALUD Y BIENESTAR,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GERENCIA EN SALUD,SALUD Y BIENESTAR,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GESTION DEPORTIVA,SERVICIOS,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,TURISMO,SERVICIOS,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GESTION DE RIESGOS,SERVICIOS,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GESTION DEL TRANSPORTE,SERVICIOS,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,TRANSFORMACION DIGITAL DE NEGOCIOS,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GESTION PUBLICA,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,DIRECCION PUBLICITARIA Y CREATIVA,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,DERECHO,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,PROTECCIÓN DE DATOS,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,DERECHO PROCESAL Y LITIGACION ORAL,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,DERECHO LABORAL Y SEGURIDAD SOCIAL,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,INTELIGENCIA ARTIFICIAL APLICADA,TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION (TIC),EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,PLANIFICACION Y DISEÑO URBANO,"INGENIERIA, INDUSTRIA Y CONSTRUCCION",EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,SEGURIDAD Y SALUD OCUPACIONAL,SERVICIOS,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD TECNOLOGICA INDOAMERICA,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,EDUCACION,EDUCACION,EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
UNIVERSIDAD TECNOLOGICA INDOAMERICA,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,DERECHO,"CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO",EDUCACIÓN SUPERIOR DE POSGRADO O CUARTO NIVEL,EN LÍNEA,PICHINCHA,QUITO,VIGENTE
